building_type,climate_zone,year_built,weekly_hours,gfa,fifth_percentile,twenty_fifth_percentile,median,mean,seventy_fifth_percentile,ninety_fifth_percentile,climate_zone_description,year_reported,row_count
Manufacturing/industrial,5A,All,48.01 - 60,"50,000 - 99,999",30.84,75.6,98.2,168.44615384615383,138.6,493.9599999999992,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,48.01 - 60,All,30.06,54.8,75.6,150.76896551724138,138.6,547.6799999999994,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,60.01 - 84,"100,000 - 199,999",48.38,78.69999999999999,130.6,123.625,145.1,213.40499999999994,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,60.01 - 84,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,60.01 - 84,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,60.01 - 84,"50,000 - 99,999",42.64,54.65,134.9,204.88571428571427,193.14999999999998,603.3199999999996,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,60.01 - 84,All,38.5,52.3,123.1,144.3190476190476,160.7,247.6,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,84.01-167,"100,000 - 199,999",44.949999999999996,79.4,120.3,177.96,255.04999999999998,426.2599999999999,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,84.01-167,"200,000 - 499,999",68.53,105.175,143.15,330.775,301.225,1071.6999999999994,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,84.01-167,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,84.01-167,"50,000 - 99,999",42.725,62.125,93.65,444.73333333333335,658.125,1369.1499999999999,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,84.01-167,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,84.01-167,All,45.5,74.25,111.8,250.09677419354838,219.25,1133.9499999999998,Cool Humid,2023,30-49
Manufacturing/industrial,5A,All,All,"1,000,000+",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,All,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,All,"100,000 - 199,999",41.730000000000004,64.6,87.95,135.30882352941177,151.175,403.6599999999998,Cool Humid,2023,30-49
Manufacturing/industrial,5A,All,All,"200,000 - 499,999",30.83,46.75,127.10000000000001,207.85,245.9,411.635,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,All,"25,000 - 49,999",36.44,54.2,77.9,121.88,139.4,317.08,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,All,"50,000 - 99,999",27.21,54.45,98.2,213.22285714285715,161.95,842.11,Cool Humid,2023,30-49
Manufacturing/industrial,5A,All,All,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,All,All,35.79,56.55,92.7,175.75984251968504,173.85000000000002,633.8399999999992,Cool Humid,2023,100-249
Manufacturing/industrial,5A,All,Fewer than 40,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,Fewer than 40,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,Fewer than 40,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,Open Continuously,"1,000,000+",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,Open Continuously,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,Open Continuously,"200,000 - 499,999",58.375,144.375,203.05,210.3,281.15,367.4,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,Open Continuously,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,Open Continuously,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,Open Continuously,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,Open Continuously,All,35.16,144.375,199.9,260.6111111111111,373.425,597.0399999999998,Cool Humid,2023,6-29
Manufacturing/industrial,5A,Before 1946,40-48,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,40-48,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,40-48,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,48.01 - 60,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,48.01 - 60,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,48.01 - 60,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,48.01 - 60,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,48.01 - 60,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,60.01 - 84,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,60.01 - 84,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,60.01 - 84,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,84.01-167,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,84.01-167,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,84.01-167,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,84.01-167,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,84.01-167,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,84.01-167,All,72.925,89.35000000000001,150.55,411.23333333333335,398.125,1277.0,Cool Humid,2023,6-29
Manufacturing/industrial,5A,Before 1946,All,"1,000,000+",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,All,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,All,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,All,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,All,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,All,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,All,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,All,All,42.480000000000004,64.6,119.7,274.88421052631577,345.70000000000005,751.2099999999981,Cool Humid,2023,6-29
Manufacturing/industrial,5A,Before 1946,Open Continuously,"1,000,000+",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,Open Continuously,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,Open Continuously,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,Before 1946,Open Continuously,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5B,1946-1959,40-48,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,40-48,"25,000 - 49,999",15.475,34.75,41.95,50.233333333333334,66.325,94.25,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1946-1959,40-48,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,40-48,All,14.5,36.400000000000006,45.9,50.39090909090909,62.35,93.85,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1946-1959,48.01 - 60,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,48.01 - 60,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,48.01 - 60,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,48.01 - 60,All,14.9,24.95,54.75,84.06666666666666,103.225,214.075,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1946-1959,60.01 - 84,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,60.01 - 84,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,60.01 - 84,All,,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,84.01-167,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,84.01-167,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,84.01-167,All,,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,All,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,All,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,All,"25,000 - 49,999",14.215,38.725,43.6,65.17142857142858,76.4,151.88499999999993,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1946-1959,All,"50,000 - 99,999",15.575,22.5,38.85,41.5,49.725,77.69999999999999,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1946-1959,All,"500,000 - 999,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,All,All,15.02,39.05,50.0,68.74444444444444,92.75,169.42999999999995,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1946-1959,Open Continuously,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,Open Continuously,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,Open Continuously,"500,000 - 999,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1946-1959,Open Continuously,All,,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,40-48,"10,000 - 24,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,40-48,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,40-48,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,40-48,"25,000 - 49,999",31.1,48.2,54.3,84.912,75.2,213.83999999999995,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,40-48,"50,000 - 99,999",16.880000000000003,33.95,63.6,88.05333333333333,105.0,246.98999999999998,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,40-48,All,25.525,42.0,54.349999999999994,82.67391304347827,81.575,234.975,Cold Dry,2023,30-49
Manufacturing/industrial,5B,1960-1979,48.01 - 60,"10,000 - 24,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,48.01 - 60,"100,000 - 199,999",16.15,49.025,62.75,69.75,70.25,145.0,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,48.01 - 60,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,48.01 - 60,"25,000 - 49,999",18.075,48.925,71.05,160.49444444444444,190.675,468.49499999999915,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,48.01 - 60,"5,000 - 9,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,48.01 - 60,"50,000 - 99,999",32.01,50.85,71.7,140.82962962962964,167.5,495.88,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,48.01 - 60,All,18.23,45.55,69.15,132.86666666666667,169.675,486.52,Cold Dry,2023,50-99
Manufacturing/industrial,5B,1960-1979,60.01 - 84,"10,000 - 24,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,60.01 - 84,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,60.01 - 84,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,60.01 - 84,"25,000 - 49,999",67.24,97.25,118.2,205.8,280.4,472.04999999999995,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,60.01 - 84,"50,000 - 99,999",49.25,126.1,239.2,260.4714285714286,405.2,473.81,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,60.01 - 84,"500,000 - 999,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,60.01 - 84,All,43.3,97.25,213.4,237.47894736842105,364.0,511.36999999999995,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,84.01-167,"100,000 - 199,999",42.53,117.1,190.4,195.3,276.15,358.65000000000003,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,84.01-167,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,84.01-167,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,84.01-167,All,51.805,82.6,192.2,274.7916666666667,358.425,740.8899999999996,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,All,"10,000 - 24,999",24.465,36.925,52.8,140.45,107.725,491.1049999999998,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,All,"100,000 - 199,999",28.9,48.6,165.7,207.65714285714284,358.3,552.9,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,All,"200,000 - 499,999",19.21,91.9,125.85,203.825,152.8,647.3099999999997,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1960-1979,All,"25,000 - 49,999",29.19,51.3,72.0,152.13454545454545,179.4,498.5799999999999,Cold Dry,2023,50-99
Manufacturing/industrial,5B,1960-1979,All,"5,000 - 9,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,All,"50,000 - 99,999",23.21,49.25,82.25,148.1962962962963,191.25,490.8399999999999,Cold Dry,2023,50-99
Manufacturing/industrial,5B,1960-1979,All,"500,000 - 999,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,All,All,22.785,48.975,73.1,162.22432432432433,195.75,546.46,Cold Dry,2023,100-249
Manufacturing/industrial,5B,1960-1979,Fewer than 40,"10,000 - 24,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,Fewer than 40,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,Fewer than 40,All,,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,Open Continuously,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,Open Continuously,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,Open Continuously,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,Open Continuously,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1960-1979,Open Continuously,All,110.9,216.925,524.55,456.475,591.4,813.3149999999999,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,40-48,"10,000 - 24,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,40-48,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,40-48,"25,000 - 49,999",36.05,47.9,55.0,70.12727272727273,61.85,155.85000000000002,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,40-48,"50,000 - 99,999",25.15,42.875,66.25,77.08333333333333,87.75,157.35000000000002,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,40-48,"500,000 - 999,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,40-48,All,27.25,47.4,65.9,81.56923076923077,95.55,172.525,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,48.01 - 60,"1,000,000+",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,48.01 - 60,"10,000 - 24,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,48.01 - 60,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,48.01 - 60,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,48.01 - 60,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,48.01 - 60,"50,000 - 99,999",43.41,77.85000000000001,98.55000000000001,104.53571428571429,131.65,173.04500000000002,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,48.01 - 60,All,39.574999999999996,56.65,78.80000000000001,104.1,128.15,244.99999999999986,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,60.01 - 84,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,60.01 - 84,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,60.01 - 84,"5,000 - 9,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,60.01 - 84,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,60.01 - 84,All,49.45,72.675,116.94999999999999,144.9,182.925,317.78499999999985,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,84.01-167,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,84.01-167,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,84.01-167,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,84.01-167,"50,000 - 99,999",52.475,56.025,94.05000000000001,167.35,139.65,460.42500000000007,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,84.01-167,All,54.050000000000004,72.94999999999999,108.1,171.81333333333333,248.1,419.1299999999998,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,All,"1,000,000+",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,All,"10,000 - 24,999",36.08,62.8,84.1,119.28571428571429,117.25,296.09999999999985,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,All,"100,000 - 199,999",49.64,69.7,95.3,138.44117647058823,135.8,314.0199999999999,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,All,"200,000 - 499,999",63.7,133.575,182.7,175.5,229.65,270.75,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,All,"25,000 - 49,999",38.0,48.225,58.599999999999994,88.5909090909091,76.05,239.725,Cold Dry,2023,6-29
Manufacturing/industrial,5B,1980-1999,All,"5,000 - 9,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,All,"50,000 - 99,999",42.185,65.02499999999999,107.75,136.78125,140.625,432.2149999999999,Cold Dry,2023,30-49
Manufacturing/industrial,5B,1980-1999,All,"500,000 - 999,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,All,All,39.55,55.1,89.2,126.55977011494252,139.2,361.98,Cold Dry,2023,50-99
Manufacturing/industrial,5B,1980-1999,Fewer than 40,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,Fewer than 40,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,Fewer than 40,All,,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,Open Continuously,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,Open Continuously,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,Open Continuously,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,Open Continuously,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,1980-1999,Open Continuously,All,125.65,158.4,267.05,277.6333333333333,359.875,466.625,Cold Dry,2023,6-29
Manufacturing/industrial,5B,2000-2009,40-48,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,40-48,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,40-48,"50,000 - 99,999",26.8,59.1,88.4,123.44285714285714,187.4,245.90999999999997,Cold Dry,2023,6-29
Manufacturing/industrial,5B,2000-2009,40-48,"500,000 - 999,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,40-48,All,30.0,60.449999999999996,88.4,121.88181818181818,187.4,260.9,Cold Dry,2023,6-29
Manufacturing/industrial,5B,2000-2009,48.01 - 60,"10,000 - 24,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,48.01 - 60,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,48.01 - 60,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,48.01 - 60,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,48.01 - 60,All,59.64,66.0,91.1,101.31111111111112,123.5,174.01999999999998,Cold Dry,2023,6-29
Manufacturing/industrial,5B,2000-2009,60.01 - 84,"1,000 - 4,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,60.01 - 84,"10,000 - 24,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,60.01 - 84,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,60.01 - 84,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,60.01 - 84,All,73.475,96.125,103.55,206.73333333333332,330.42499999999995,451.65,Cold Dry,2023,6-29
Manufacturing/industrial,5B,2000-2009,84.01-167,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,84.01-167,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,84.01-167,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,84.01-167,All,,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,All,"1,000 - 4,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,All,"10,000 - 24,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,All,"100,000 - 199,999",67.15,71.89999999999999,83.44999999999999,96.81666666666666,93.725,160.75,Cold Dry,2023,6-29
Manufacturing/industrial,5B,2000-2009,All,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,All,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,All,"50,000 - 99,999",32.160000000000004,63.6,95.3,149.58235294117648,189.9,468.79999999999995,Cold Dry,2023,6-29
Manufacturing/industrial,5B,2000-2009,All,"500,000 - 999,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,All,All,36.68,66.2,95.3,141.3272727272727,182.8,429.5999999999999,Cold Dry,2023,30-49
Manufacturing/industrial,5B,2000-2009,Open Continuously,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,Open Continuously,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2000-2009,Open Continuously,All,,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2010 and after,40-48,"10,000 - 24,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2010 and after,40-48,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2010 and after,40-48,"200,000 - 499,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2010 and after,40-48,"5,000 - 9,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2010 and after,40-48,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2010 and after,40-48,All,23.72,59.6,65.5,92.78888888888889,136.8,188.14,Cold Dry,2023,6-29
Manufacturing/industrial,5B,2010 and after,48.01 - 60,"100,000 - 199,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2010 and after,48.01 - 60,"25,000 - 49,999",,,,,,,Cold Dry,2023,≤5
Manufacturing/industrial,5B,2010 and after,48.01 - 60,"50,000 - 99,999",,,,,,,Cold Dry,2023,≤5
