building_subtype,climate_zone,year_built,weekly_hours,gfa,fifth_percentile,twenty_fifth_percentile,median,mean,seventy_fifth_percentile,ninety_fifth_percentile,climate_zone_description,year_reported,row_count
Other - Public Service,4A,Before 1946,All,"25,000 - 49,999",,,,,,,Mixed Humid,2023,≤5
Other - Public Service,4A,Before 1946,All,"5,000 - 9,999",,,,,,,Mixed Humid,2023,≤5
Other - Public Service,4A,Before 1946,All,"50,000 - 99,999",,,,,,,Mixed Humid,2023,≤5
Other - Public Service,4A,Before 1946,All,All,9.2,25.4,63.6,86.99230769230769,125.3,212.9399999999998,Mixed Humid,2023,6-29
Other - Public Service,4A,Before 1946,Fewer than 40,"25,000 - 49,999",,,,,,,Mixed Humid,2023,≤5
Other - Public Service,4A,Before 1946,Fewer than 40,All,,,,,,,Mixed Humid,2023,≤5
Other - Public Service,4A,Before 1946,Open Continuously,"100,000 - 199,999",,,,,,,Mixed Humid,2023,≤5
Other - Public Service,4A,Before 1946,Open Continuously,"200,000 - 499,999",,,,,,,Mixed Humid,2023,≤5
Other - Public Service,4A,Before 1946,Open Continuously,"50,000 - 99,999",,,,,,,Mixed Humid,2023,≤5
Other - Public Service,4A,Before 1946,Open Continuously,All,,,,,,,Mixed Humid,2023,≤5
Other - Public Service,4C,1946-1959,40-48,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1946-1959,40-48,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1946-1959,48.01 - 60,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1946-1959,48.01 - 60,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1946-1959,All,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1946-1959,All,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,40-48,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,40-48,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,48.01 - 60,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,48.01 - 60,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,All,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,All,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,All,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,All,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,All,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,Fewer than 40,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,Fewer than 40,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,Fewer than 40,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,Open Continuously,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1960-1979,Open Continuously,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,40-48,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,40-48,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,40-48,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,48.01 - 60,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,48.01 - 60,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,60.01 - 84,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,60.01 - 84,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,All,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,All,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,All,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,All,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,All,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,All,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,All,All,22.205000000000002,43.85,76.95,91.62142857142857,124.875,196.02999999999997,Mixed Marine,2023,6-29
Other - Public Service,4C,1980-1999,Fewer than 40,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,Fewer than 40,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,Fewer than 40,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,Open Continuously,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,Open Continuously,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,Open Continuously,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,Open Continuously,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,1980-1999,Open Continuously,All,77.5,101.39999999999999,122.35,117.78333333333333,128.82500000000002,156.3,Mixed Marine,2023,6-29
Other - Public Service,4C,2000-2009,40-48,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,40-48,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,40-48,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,40-48,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,48.01 - 60,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,48.01 - 60,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,60.01 - 84,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,60.01 - 84,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,84.01-167,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,84.01-167,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,All,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,All,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,All,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,All,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,All,All,50.685,66.75,83.80000000000001,100.3875,102.725,201.01999999999992,Mixed Marine,2023,6-29
Other - Public Service,4C,2000-2009,Open Continuously,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2000-2009,Open Continuously,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,40-48,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,40-48,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,40-48,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,48.01 - 60,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,48.01 - 60,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,60.01 - 84,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,60.01 - 84,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,All,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,All,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,All,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,All,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,All,All,31.7,48.425,65.6,120.0,80.375,345.9,Mixed Marine,2023,6-29
Other - Public Service,4C,2010 and after,Open Continuously,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,Open Continuously,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,2010 and after,Open Continuously,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,40-48,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,40-48,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,40-48,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,40-48,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,40-48,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,40-48,All,21.950000000000003,40.7,58.7,74.93636363636364,79.75,182.3,Mixed Marine,2023,6-29
Other - Public Service,4C,All,48.01 - 60,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,48.01 - 60,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,48.01 - 60,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,48.01 - 60,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,48.01 - 60,All,30.25,45.175,68.25,65.65,78.725,102.95,Mixed Marine,2023,6-29
Other - Public Service,4C,All,60.01 - 84,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,60.01 - 84,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,60.01 - 84,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,84.01-167,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,84.01-167,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,All,"1,000 - 4,999",23.020000000000003,40.75,58.7,106.12857142857143,74.1,326.44999999999976,Mixed Marine,2023,6-29
Other - Public Service,4C,All,All,"10,000 - 24,999",53.95,102.075,122.35,127.28333333333333,128.82500000000002,222.15,Mixed Marine,2023,6-29
Other - Public Service,4C,All,All,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,All,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,All,"25,000 - 49,999",11.28,44.6,77.0,73.41111111111111,86.4,147.14,Mixed Marine,2023,6-29
Other - Public Service,4C,All,All,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,All,"50,000 - 99,999",41.62,49.45,71.0,90.37142857142857,89.75,200.1199999999999,Mixed Marine,2023,6-29
Other - Public Service,4C,All,All,All,22.46,48.9,71.3,89.83783783783784,97.0,246.37999999999997,Mixed Marine,2023,30-49
Other - Public Service,4C,All,Fewer than 40,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,Fewer than 40,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,Fewer than 40,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,Fewer than 40,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,Fewer than 40,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,Open Continuously,"1,000 - 4,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,Open Continuously,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,Open Continuously,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,Open Continuously,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,Open Continuously,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,All,Open Continuously,All,59.585,86.575,107.15,137.05,128.82500000000002,312.7549999999997,Mixed Marine,2023,6-29
Other - Public Service,4C,Before 1946,48.01 - 60,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,Before 1946,48.01 - 60,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,Before 1946,All,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,Before 1946,All,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,Before 1946,Fewer than 40,"5,000 - 9,999",,,,,,,Mixed Marine,2023,≤5
Other - Public Service,4C,Before 1946,Fewer than 40,All,,,,,,,Mixed Marine,2023,≤5
Other - Public Service,5A,1946-1959,40-48,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,40-48,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,40-48,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,40-48,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,40-48,All,28.400000000000002,59.6,66.9,71.03333333333333,92.4,110.38,Cool Humid,2023,6-29
Other - Public Service,5A,1946-1959,60.01 - 84,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,60.01 - 84,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,60.01 - 84,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,All,"1,000 - 4,999",45.275,55.575,75.55000000000001,106.28333333333333,129.425,221.52499999999998,Cool Humid,2023,6-29
Other - Public Service,5A,1946-1959,All,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,All,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,All,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,All,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,All,All,32.2,59.6,84.2,86.92941176470588,93.4,165.03999999999994,Cool Humid,2023,6-29
Other - Public Service,5A,1946-1959,Fewer than 40,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,Fewer than 40,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,Fewer than 40,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,Open Continuously,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,Open Continuously,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1946-1959,Open Continuously,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,40-48,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,40-48,"10,000 - 24,999",20.640000000000004,64.45,76.7,71.07142857142857,81.5,111.46999999999997,Cool Humid,2023,6-29
Other - Public Service,5A,1960-1979,40-48,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,40-48,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,40-48,All,6.1,22.8,43.9,47.629411764705885,74.8,92.91999999999997,Cool Humid,2023,6-29
Other - Public Service,5A,1960-1979,48.01 - 60,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,48.01 - 60,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,48.01 - 60,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,48.01 - 60,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,48.01 - 60,All,15.120000000000001,23.8,49.4,65.02222222222223,61.4,164.51999999999998,Cool Humid,2023,6-29
Other - Public Service,5A,1960-1979,60.01 - 84,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,60.01 - 84,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,60.01 - 84,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,60.01 - 84,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,84.01-167,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,84.01-167,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,All,"1,000 - 4,999",5.7,43.9,49.7,91.33333333333333,98.5,258.79999999999995,Cool Humid,2023,6-29
Other - Public Service,5A,1960-1979,All,"10,000 - 24,999",16.200000000000003,49.0,76.7,77.4,85.5,152.1199999999999,Cool Humid,2023,6-29
Other - Public Service,5A,1960-1979,All,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,All,"5,000 - 9,999",14.760000000000002,23.8,34.8,47.266666666666666,55.4,102.49999999999999,Cool Humid,2023,6-29
Other - Public Service,5A,1960-1979,All,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,All,All,6.3,27.55,51.900000000000006,68.26388888888889,78.8,199.4,Cool Humid,2023,30-49
Other - Public Service,5A,1960-1979,Fewer than 40,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,Fewer than 40,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,Fewer than 40,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,Open Continuously,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,Open Continuously,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1960-1979,Open Continuously,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,40-48,"1,000 - 4,999",24.900000000000002,29.675,34.45,58.56666666666667,60.0,138.675,Cool Humid,2023,6-29
Other - Public Service,5A,1980-1999,40-48,"10,000 - 24,999",26.625,26.9,30.9,55.666666666666664,47.575,138.175,Cool Humid,2023,6-29
Other - Public Service,5A,1980-1999,40-48,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,40-48,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,40-48,All,22.060000000000002,27.5,36.6,63.27058823529412,67.8,168.74,Cool Humid,2023,6-29
Other - Public Service,5A,1980-1999,48.01 - 60,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,48.01 - 60,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,48.01 - 60,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,48.01 - 60,All,55.58,66.1,86.0,90.05714285714286,90.80000000000001,152.93999999999994,Cool Humid,2023,6-29
Other - Public Service,5A,1980-1999,84.01-167,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,84.01-167,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,84.01-167,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,84.01-167,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,All,"1,000 - 4,999",15.475000000000001,27.5,51.849999999999994,81.05833333333334,150.45,187.55999999999997,Cool Humid,2023,6-29
Other - Public Service,5A,1980-1999,All,"10,000 - 24,999",26.66,34.3,66.3,74.83846153846154,103.2,136.7199999999999,Cool Humid,2023,6-29
Other - Public Service,5A,1980-1999,All,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,All,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,All,"5,000 - 9,999",21.175,42.65,79.4,86.85,124.775,165.4,Cool Humid,2023,6-29
Other - Public Service,5A,1980-1999,All,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,All,All,15.81,33.8,63.55,78.6225,113.075,180.03999999999994,Cool Humid,2023,30-49
Other - Public Service,5A,1980-1999,Fewer than 40,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,Fewer than 40,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,Fewer than 40,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,Open Continuously,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,Open Continuously,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,Open Continuously,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,Open Continuously,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,Open Continuously,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,1980-1999,Open Continuously,All,37.7,112.0,116.6,123.52222222222223,146.5,206.6,Cool Humid,2023,6-29
Other - Public Service,5A,2000-2009,40-48,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,40-48,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,40-48,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,40-48,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,40-48,All,44.49,49.375,65.35,71.77,94.17500000000001,106.49,Cool Humid,2023,6-29
Other - Public Service,5A,2000-2009,48.01 - 60,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,48.01 - 60,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,60.01 - 84,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,60.01 - 84,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,60.01 - 84,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,84.01-167,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,84.01-167,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,All,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,All,"10,000 - 24,999",49.075,54.6,60.6,64.05,70.35,85.15,Cool Humid,2023,6-29
Other - Public Service,5A,2000-2009,All,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,All,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,All,"5,000 - 9,999",43.35,49.9,54.7,65.06666666666666,56.5,114.70000000000002,Cool Humid,2023,6-29
Other - Public Service,5A,2000-2009,All,All,38.89,53.650000000000006,60.6,72.3,92.45,132.01000000000002,Cool Humid,2023,6-29
Other - Public Service,5A,2000-2009,Fewer than 40,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,Fewer than 40,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,Open Continuously,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,Open Continuously,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,Open Continuously,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2000-2009,Open Continuously,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,40-48,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,40-48,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,40-48,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,40-48,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,48.01 - 60,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,48.01 - 60,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,48.01 - 60,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,48.01 - 60,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,48.01 - 60,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,60.01 - 84,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,60.01 - 84,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,84.01-167,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,84.01-167,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,All,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,All,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,All,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,All,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,All,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,All,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,All,All,18.09,41.75,49.0,69.94666666666667,96.65,164.43,Cool Humid,2023,6-29
Other - Public Service,5A,2010 and after,Fewer than 40,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,Fewer than 40,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,Open Continuously,"1,000 - 4,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,Open Continuously,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,Open Continuously,"5,000 - 9,999",,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,2010 and after,Open Continuously,All,,,,,,,Cool Humid,2023,≤5
Other - Public Service,5A,All,40-48,"1,000 - 4,999",6.1,28.8,43.9,55.417647058823526,68.4,122.61999999999998,Cool Humid,2023,6-29
